Mod:Item:MetaData, Localized Name
actuallyadditions:item_crystal_empowered:0, 充能红石水晶
actuallyadditions:item_crystal_empowered:1, 充能青金石水晶
actuallyadditions:item_crystal_empowered:2, 充能钻石水晶
actuallyadditions:item_crystal_empowered:3, 充能煤晶
actuallyadditions:item_crystal_empowered:4, 充能绿宝石水晶
actuallyadditions:item_crystal_empowered:5, 充能铁晶
actuallyadditions:item_laser_wrench, 中继器扳手
actuallyadditions:item_chest_to_crate_upgrade, 板条箱升级徽章
actuallyadditions:item_small_to_medium_crate_upgrade, 扩容升级徽章（小转中）
actuallyadditions:item_medium_to_large_crate_upgrade, 扩容升级徽章（中转大）
actuallyadditions:item_booklet, 实用拓展手册
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_growth_ring:0, 生长指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_suction_ring:0, 磁力指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_water_removal_ring:0, 除液指环
actuallyadditions:item_helm_emerald, 绿宝石头盔
actuallyadditions:item_chest_emerald, 绿宝石胸甲
actuallyadditions:item_pants_emerald, 绿宝石护腿
actuallyadditions:item_boots_emerald, 绿宝石靴子
actuallyadditions:item_helm_obsidian, 黑曜石头盔
actuallyadditions:item_chest_obsidian, 黑曜石胸甲
actuallyadditions:item_pants_obsidian, 黑曜石护腿
actuallyadditions:item_boots_obsidian, 黑曜石靴子
actuallyadditions:item_helm_quartz, 焦黑石英头盔
actuallyadditions:item_chest_quartz, 焦黑石英胸甲
actuallyadditions:item_pants_quartz, 焦黑石英护腿
actuallyadditions:item_boots_quartz, 焦黑石英靴子
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_tele_staff:0, 传送权杖
actuallyadditions:item_wings_of_the_bats, 蝙蝠之翼
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:0, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:1, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:2, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:3, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:4, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:5, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:6, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:7, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:8, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:9, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:10, 手钻
actuallyadditions:item_drill:11, 手钻
actuallyadditions:item_drill:11, 手钻
actuallyadditions:item_drill:12, 手钻
actuallyadditions:item_drill:12, 手钻
actuallyadditions:item_drill:13, 手钻
actuallyadditions:item_drill:13, 手钻
actuallyadditions:item_drill:14, 手钻
actuallyadditions:item_drill:14, 手钻
actuallyadditions:item_drill:15, 手钻
actuallyadditions:item_drill:15, 手钻
actuallyadditions:item_battery:0, 一阶电池
actuallyadditions:item_battery:0, 一阶电池
actuallyadditions:item_battery_double:0, 二阶电池
actuallyadditions:item_battery_double:0, 二阶电池
actuallyadditions:item_battery_triple:0, 三阶电池
actuallyadditions:item_battery_triple:0, 三阶电池
actuallyadditions:item_battery_quadruple:0, 四阶电池
actuallyadditions:item_battery_quadruple:0, 四阶电池
actuallyadditions:item_battery_quintuple:0, 五阶电池
actuallyadditions:item_battery_quintuple:0, 五阶电池
actuallyadditions:item_drill_upgrade_speed, 钻头急迫升级I
actuallyadditions:item_drill_upgrade_speed_ii, 钻头急迫升级II
actuallyadditions:item_drill_upgrade_speed_iii, 钻头急迫升级III
actuallyadditions:item_drill_upgrade_silk_touch, 钻头精准升级
actuallyadditions:item_drill_upgrade_fortune, 钻头时运升级I
actuallyadditions:item_drill_upgrade_fortune_ii, 钻头时运升级II（效果等同时运III）
actuallyadditions:item_drill_upgrade_three_by_three, 钻头范围采掘升级I
actuallyadditions:item_drill_upgrade_five_by_five, 钻头范围采掘升级II
actuallyadditions:item_drill_upgrade_block_placing, 钻头方块放置升级
actuallyadditions:item_fertilizer, 肥料
actuallyadditions:item_coffee, 一杯咖啡
actuallyadditions:item_phantom_connector, 幻灵连接器
actuallyadditions:item_resonant_rice, 谐振稻米
actuallyadditions:item_food:0, 奶酪
actuallyadditions:item_food:1, 南瓜汤
actuallyadditions:item_food:2, 萝卜汁
actuallyadditions:item_food:3, 海鲜炸薯条
actuallyadditions:item_food:4, 大杯炸薯条
actuallyadditions:item_food:5, 炸薯条
actuallyadditions:item_food:6, 意大利面
actuallyadditions:item_food:7, 面条
actuallyadditions:item_food:8, 巧克力蛋糕
actuallyadditions:item_food:9, 巧克力
actuallyadditions:item_food:10, 吐司面包
actuallyadditions:item_food:11, 海鲜三明治
actuallyadditions:item_food:12, 大块曲奇
actuallyadditions:item_food:13, 汉堡包
actuallyadditions:item_food:14, 匹萨
actuallyadditions:item_food:15, 法国长面包
actuallyadditions:item_food:16, 稻米
actuallyadditions:item_food:17, 大米面包
actuallyadditions:item_food:18, 甜甜圈
actuallyadditions:item_food:19, 巧克力吐司面包
actuallyadditions:item_food:20, 培根
actuallyadditions:item_jam:0, CuBaRa果酱
actuallyadditions:item_jam:1, GraKiBa果酱
actuallyadditions:item_jam:2, PlApLe果酱
actuallyadditions:item_jam:3, ChApCi果酱
actuallyadditions:item_jam:4, HoMeKi果酱
actuallyadditions:item_jam:5, PiCo果酱
actuallyadditions:item_jam:6, HoMeCo果酱
actuallyadditions:item_knife, 小刀
actuallyadditions:item_crafter_on_a_stick, 手持工作台
actuallyadditions:item_dust:0, 铁粉
actuallyadditions:item_dust:1, 金粉
actuallyadditions:item_dust:2, 钻石粉
actuallyadditions:item_dust:3, 绿宝石粉
actuallyadditions:item_dust:4, 青金石粉
actuallyadditions:item_dust:5, 石英粉
actuallyadditions:item_dust:6, 煤粉
actuallyadditions:item_dust:7, 焦黑石英粉
actuallyadditions:item_solidified_experience, 固化经验
actuallyadditions:item_leaf_blower, 吹叶器
actuallyadditions:item_leaf_blower_advanced, 高级吹叶器
actuallyadditions:item_potion_ring:0, 药水指环- 速度
actuallyadditions:item_potion_ring:0, 药水指环- 速度
actuallyadditions:item_potion_ring:1, 药水指环- 急迫
actuallyadditions:item_potion_ring:1, 药水指环- 急迫
actuallyadditions:item_potion_ring:2, 药水指环- 力量
actuallyadditions:item_potion_ring:2, 药水指环- 力量
actuallyadditions:item_potion_ring:3, 药水指环- 跳跃提升
actuallyadditions:item_potion_ring:3, 药水指环- 跳跃提升
actuallyadditions:item_potion_ring:4, 药水指环- 生命恢复
actuallyadditions:item_potion_ring:4, 药水指环- 生命恢复
actuallyadditions:item_potion_ring:5, 药水指环- 抗性提升
actuallyadditions:item_potion_ring:5, 药水指环- 抗性提升
actuallyadditions:item_potion_ring:6, 药水指环- 防火
actuallyadditions:item_potion_ring:6, 药水指环- 防火
actuallyadditions:item_potion_ring:7, 药水指环- 水下呼吸
actuallyadditions:item_potion_ring:7, 药水指环- 水下呼吸
actuallyadditions:item_potion_ring:8, 药水指环- 隐身
actuallyadditions:item_potion_ring:8, 药水指环- 隐身
actuallyadditions:item_potion_ring:9, 药水指环- 夜视
actuallyadditions:item_potion_ring:9, 药水指环- 夜视
actuallyadditions:item_potion_ring_advanced:0, 高级药水指环- 速度
actuallyadditions:item_potion_ring_advanced:0, 高级药水指环- 速度
actuallyadditions:item_potion_ring_advanced:1, 高级药水指环- 急迫
actuallyadditions:item_potion_ring_advanced:1, 高级药水指环- 急迫
actuallyadditions:item_potion_ring_advanced:2, 高级药水指环- 力量
actuallyadditions:item_potion_ring_advanced:2, 高级药水指环- 力量
actuallyadditions:item_potion_ring_advanced:3, 高级药水指环- 跳跃提升
actuallyadditions:item_potion_ring_advanced:3, 高级药水指环- 跳跃提升
actuallyadditions:item_potion_ring_advanced:4, 高级药水指环- 生命恢复
actuallyadditions:item_potion_ring_advanced:4, 高级药水指环- 生命恢复
actuallyadditions:item_potion_ring_advanced:5, 高级药水指环- 抗性提升
actuallyadditions:item_potion_ring_advanced:5, 高级药水指环- 抗性提升
actuallyadditions:item_potion_ring_advanced:6, 高级药水指环- 防火
actuallyadditions:item_potion_ring_advanced:6, 高级药水指环- 防火
actuallyadditions:item_potion_ring_advanced:7, 高级药水指环- 水下呼吸
actuallyadditions:item_potion_ring_advanced:7, 高级药水指环- 水下呼吸
actuallyadditions:item_potion_ring_advanced:8, 高级药水指环- 隐身
actuallyadditions:item_potion_ring_advanced:8, 高级药水指环- 隐身
actuallyadditions:item_potion_ring_advanced:9, 高级药水指环- 夜视
actuallyadditions:item_potion_ring_advanced:9, 高级药水指环- 夜视
actuallyadditions:item_hairy_ball, 毛球
actuallyadditions:item_coffee_beans, 咖啡豆
actuallyadditions:item_rice_seed, 水稻种子
actuallyadditions:item_canola_seed, 油菜种子
actuallyadditions:item_flax_seed, 亚麻种子
actuallyadditions:item_coffee_seed, 咖啡种子
actuallyadditions:item_pickaxe_emerald, 绿宝石镐
actuallyadditions:item_axe_emerald, 绿宝石斧
actuallyadditions:item_shovel_emerald, 绿宝石铲
actuallyadditions:item_sword_emerald, 绿宝石剑
actuallyadditions:item_hoe_emerald, 绿宝石锄
actuallyadditions:item_pickaxe_obsidian, 黑曜石镐
actuallyadditions:item_axe_obsidian, 黑曜石斧
actuallyadditions:item_shovel_obsidian, 黑曜石铲
actuallyadditions:item_sword_obsidian, 黑曜石剑
actuallyadditions:item_hoe_obsidian, 黑曜石锄
actuallyadditions:item_pickaxe_quartz, 焦黑石英镐
actuallyadditions:item_axe_quartz, 焦黑石英斧
actuallyadditions:item_shovel_quartz, 焦黑石英铲
actuallyadditions:item_sword_quartz, 焦黑石英剑
actuallyadditions:item_hoe_quartz, 焦黑石英锄
actuallyadditions:wooden_paxel, 木质全能工具
actuallyadditions:stone_paxel, 石质全能工具
actuallyadditions:iron_paxel, 铁质全能工具
actuallyadditions:gold_paxel, 金质全能工具
actuallyadditions:diamond_paxel, 钻石全能工具
actuallyadditions:emerald_paxel, 绿宝石全能工具
actuallyadditions:obsidian_paxel, 黑曜石全能工具
actuallyadditions:quartz_paxel, 焦黑石英全能工具
actuallyadditions:item_pickaxe_crystal_red, 红石水晶镐
actuallyadditions:item_axe_crystal_red, 红石水晶斧
actuallyadditions:item_shovel_crystal_red, 红石水晶铲
actuallyadditions:item_sword_crystal_red, 红石水晶剑
actuallyadditions:item_hoe_crystal_red, 红石水晶锄
actuallyadditions:item_helm_crystal_red, 红石水晶头盔
actuallyadditions:item_chest_crystal_red, 红石水晶胸甲
actuallyadditions:item_pants_crystal_red, 红石水晶护腿
actuallyadditions:item_boots_crystal_red, 红石水晶靴子
actuallyadditions:item_paxel_crystal_red, 红石水晶全能工具
actuallyadditions:item_pickaxe_crystal_blue, 青金石水晶镐
actuallyadditions:item_axe_crystal_blue, 青金石水晶斧
actuallyadditions:item_shovel_crystal_blue, 青金石水晶铲
actuallyadditions:item_sword_crystal_blue, 青金石水晶剑
actuallyadditions:item_hoe_crystal_blue, 青金石水晶锄
actuallyadditions:item_helm_crystal_blue, 青金石水晶头盔
actuallyadditions:item_chest_crystal_blue, 青金石水晶胸甲
actuallyadditions:item_pants_crystal_blue, 青金石水晶护腿
actuallyadditions:item_boots_crystal_blue, 青金石水晶靴子
actuallyadditions:item_paxel_crystal_blue, 青金石水晶全能工具
actuallyadditions:item_pickaxe_crystal_light_blue, 钻石水晶镐
actuallyadditions:item_axe_crystal_light_blue, 钻石水晶斧
actuallyadditions:item_shovel_crystal_light_blue, 钻石水晶铲
actuallyadditions:item_sword_crystal_light_blue, 钻石水晶剑
actuallyadditions:item_hoe_crystal_light_blue, 钻石水晶锄
actuallyadditions:item_helm_crystal_light_blue, 钻石水晶头盔
actuallyadditions:item_chest_crystal_light_blue, 钻石水晶胸甲
actuallyadditions:item_pants_crystal_light_blue, 钻石水晶护腿
actuallyadditions:item_boots_crystal_light_blue, 钻石水晶靴子
actuallyadditions:item_paxel_crystal_light_blue, 钻石水晶全能工具
actuallyadditions:item_pickaxe_crystal_black, 煤晶镐
actuallyadditions:item_axe_crystal_black, 煤晶斧
actuallyadditions:item_shovel_crystal_black, 煤晶铲
actuallyadditions:item_sword_crystal_black, 煤晶剑
actuallyadditions:item_hoe_crystal_black, 煤晶锄
actuallyadditions:item_helm_crystal_black, 煤晶头盔
actuallyadditions:item_chest_crystal_black, 煤晶胸甲
actuallyadditions:item_pants_crystal_black, 煤晶护腿
actuallyadditions:item_boots_crystal_black, 煤晶靴子
actuallyadditions:item_paxel_crystal_black, 煤晶全能工具
actuallyadditions:item_pickaxe_crystal_green, 绿宝石水晶镐
actuallyadditions:item_axe_crystal_green, 绿宝石水晶斧
actuallyadditions:item_shovel_crystal_green, 绿宝石水晶铲
actuallyadditions:item_sword_crystal_green, 绿宝石水晶剑
actuallyadditions:item_hoe_crystal_green, 绿宝石水晶锄
actuallyadditions:item_helm_crystal_green, 绿宝石水晶头盔
actuallyadditions:item_chest_crystal_green, 绿宝石水晶胸甲
actuallyadditions:item_pants_crystal_green, 绿宝石水晶护腿
actuallyadditions:item_boots_crystal_green, 绿宝石水晶靴子
actuallyadditions:item_paxel_crystal_green, 绿宝石水晶全能工具
actuallyadditions:item_pickaxe_crystal_white, 铁晶镐
actuallyadditions:item_axe_crystal_white, 铁晶斧
actuallyadditions:item_shovel_crystal_white, 铁晶铲
actuallyadditions:item_sword_crystal_white, 铁晶剑
actuallyadditions:item_hoe_crystal_white, 铁晶锄
actuallyadditions:item_helm_crystal_white, 铁晶头盔
actuallyadditions:item_chest_crystal_white, 铁晶胸甲
actuallyadditions:item_pants_crystal_white, 铁晶护腿
actuallyadditions:item_boots_crystal_white, 铁晶靴子
actuallyadditions:item_paxel_crystal_white, 铁晶全能工具
botania_tweaks:compressed_tiny_potato_1, 微型土豆
botania_tweaks:compressed_tiny_potato_2, 小型土豆
botania_tweaks:compressed_tiny_potato_3, 中型土豆
botania_tweaks:compressed_tiny_potato_4, 巨型土豆
botania_tweaks:compressed_tiny_potato_5, 超级巨大土豆
botania_tweaks:compressed_tiny_potato_6, 更加超级巨大土豆
botania_tweaks:compressed_tiny_potato_7, 非常超级巨大土豆
botania_tweaks:compressed_tiny_potato_8, 极限超级巨大土豆
botania_tweaks:potted_tiny_potato, 小 土-豆（花盆pot-日均产量tato?）
botania_tweaks:dire_crafty_crate, 极限机巧箱
customnpcs:npcwand, Npc魔杖
customnpcs:npcmobcloner, Mob复制魔杖
customnpcs:npcscripter, 脚本魔杖
customnpcs:npcmovingpath, Npc路径魔杖
customnpcs:npcmounter, 骑乘魔杖
customnpcs:npcteleporter, 传送魔杖
customnpcs:npcscripteddoortool, 脚本之门
customnpcs:npcsoulstoneempty, 灵魂石（空）
customnpcs:npcsoulstonefilled, 灵魂石（有）
customnpcs:scripted_item:0, 脚本物品
customnpcs:nbt_book, item.nbt_book.name
customnpcs:npcredstoneblock, 红石块
customnpcs:npccarpentybench, 木工台
customnpcs:npcmailbox:0, 信箱
customnpcs:npcmailbox:1, 信箱
customnpcs:npcmailbox:2, 信箱
customnpcs:npcwaypoint, 地点任务方块
customnpcs:npcborder, 边界方块
customnpcs:npcscripted, 脚本方块
customnpcs:npcscripteddoor, tile.npcscripteddoor.name
customnpcs:npcbuilderblock, 建造者方块
customnpcs:npccopyblock, 复制方块
mekores:mekanismore:0, 铀晶体
mekores:mekanismore:1, 铀碎片
mekores:mekanismore:2, 铀碎块
mekores:mekanismore:3, 污浊的铀粉
mekores:mekanismore:10, 镍晶体
mekores:mekanismore:11, 镍碎片
mekores:mekanismore:12, 镍碎块
mekores:mekanismore:13, 污浊的镍粉
mekores:mekanismore:15, 铂晶体
mekores:mekanismore:16, 铂碎片
mekores:mekanismore:17, 铂碎块
mekores:mekanismore:18, 污浊的铂粉
mekores:mekanismore:25, 秘银晶体
mekores:mekanismore:26, 秘银碎片
mekores:mekanismore:27, 秘银碎块
mekores:mekanismore:28, 污浊的秘银粉
mekores:mekanismore:30, 铝晶体
mekores:mekanismore:31, 铝碎片
mekores:mekanismore:32, 铝碎块
mekores:mekanismore:33, 污浊的铝粉
mekores:mekanismore:35, 钴晶体
mekores:mekanismore:36, 钴碎片
mekores:mekanismore:37, 钴碎块
mekores:mekanismore:38, 污浊的钴粉
mekores:mekanismore:40, 阿迪特晶体
mekores:mekanismore:41, 阿迪特碎片
mekores:mekanismore:42, 阿迪特碎块
mekores:mekanismore:43, 污浊的阿迪特粉
mekores:mekanismore:50, 龙晶体
mekores:mekanismore:51, 龙碎片
mekores:mekanismore:52, 龙碎块
mekores:mekanismore:53, 污浊的龙粉
mekores:mekanismore:110, 锌晶体
mekores:mekanismore:111, 锌碎片
mekores:mekanismore:112, 锌碎块
mekores:mekanismore:113, 污浊的锌粉
mekores:mekanismore:185, 锰晶体
mekores:mekanismore:186, 锰碎片
mekores:mekanismore:187, 锰碎块
mekores:mekanismore:188, 污浊的锰粉
mekores:mekanismore:300, 钒晶体
mekores:mekanismore:301, 钒碎片
mekores:mekanismore:302, 钒碎块
mekores:mekanismore:303, 污浊的钒粉
betterbuilderswands:wandstone, 石质手杖
betterbuilderswands:wandiron, 铁质手杖
betterbuilderswands:wanddiamond, 钻石手杖
betterbuilderswands:wandunbreakable, 不毁手杖
trashcansreborn:trashcan, 垃圾桶
trashcansreborn:trashcanfluid, 流体垃圾桶
industrialforegoing:petrified_fuel_generator, 火力发电机
industrialforegoing:enchantment_refiner, 附魔物品分拣机
industrialforegoing:enchantment_extractor, 附魔提取机
industrialforegoing:enchantment_aplicator, 自动型铁砧
industrialforegoing:mob_relocator, 屠宰机
industrialforegoing:potion_enervator, 自动炼药机
industrialforegoing:animal_independence_selector, 幼仔分管机
industrialforegoing:animal_stock_increaser, 饲育机
industrialforegoing:crop_sower, 播种机
industrialforegoing:crop_enrich_material_injector, 施肥机
industrialforegoing:crop_recolector, 收割机
industrialforegoing:black_hole_unit, 黑洞存储器
industrialforegoing:water_condensator, 蓄水器
industrialforegoing:water_resources_collector, 钓鱼机
industrialforegoing:animal_resource_harvester, 动物资源收获机
industrialforegoing:mob_slaughter_factory, 屠宰场
industrialforegoing:mob_duplicator, 自动刷怪机
industrialforegoing:block_destroyer, 方块破坏器
industrialforegoing:block_placer, 方块放置器
industrialforegoing:tree_fluid_extractor, 树液提取器
industrialforegoing:latex_processing_unit, 胶乳加工机
industrialforegoing:sewage_composter_solidifier, 污水堆肥机
industrialforegoing:animal_byproduct_recolector, 动物排污器
industrialforegoing:sludge_refiner, 污泥精炼机
industrialforegoing:mob_detector, 生物探测器
industrialforegoing:lava_fabricator, 熔岩制造机
industrialforegoing:bioreactor, 生物质炉
industrialforegoing:biofuel_generator, 生物燃油发电机
industrialforegoing:laser_base, 镭射钻基座
industrialforegoing:laser_drill, 镭射钻
industrialforegoing:ore_processor, 矿石处理机
industrialforegoing:black_hole_controller, 黑洞存储控制器（弃用）
industrialforegoing:black_hole_controller_reworked, 黑洞存储控制器 v2.0
industrialforegoing:dye_mixer, 颜料调色器
industrialforegoing:enchantment_invoker, 自动附魔台
industrialforegoing:spores_recreator, 蘑菇孢子繁殖器
industrialforegoing:animal_growth_increaser, 动物生长加速器
industrialforegoing:material_stonework_factory, 造石加工机
industrialforegoing:black_hole_tank, 黑洞储液罐
industrialforegoing:resourceful_furnace, 高级熔炉
industrialforegoing:villager_trade_exchanger, 村民贸易交换机
industrialforegoing:energy_field_provider, 远程充能站
industrialforegoing:oredictionary_converter, 矿物词典转换器
industrialforegoing:protein_reactor, 蛋白质反应器
industrialforegoing:protein_generator, 蛋白质发电机
industrialforegoing:hydrator, 水化器
industrialforegoing:wither_builder, 凋灵生成器
industrialforegoing:fluid_pump, 流体泵
industrialforegoing:fluid_crafter, 流体合成台
industrialforegoing:plant_interactor, 植物收获器
industrialforegoing:item_splitter, 物品分配器
industrialforegoing:fluiddictionary_converter, 流体辞典转换器
industrialforegoing:froster, 速冻机
industrialforegoing:ore_washer, 洗矿厂
industrialforegoing:ore_fermenter, 发酵站
industrialforegoing:ore_sieve, 流体筛分机
industrialforegoing:pitiful_fuel_generator, 木质燃料发电机
industrialforegoing:tinydryrubber, 小块干橡胶
industrialforegoing:dryrubber, 干橡胶
industrialforegoing:plastic, 塑料片
industrialforegoing:fertilizer, 肥料
industrialforegoing:meat_feeder, 肉汤注射器
industrialforegoing:mob_imprisonment_tool, 生物捕捉工具
industrialforegoing:laser_lens:0, 白色§r 镭射聚焦透镜
industrialforegoing:laser_lens:1, 橙色§r 镭射聚焦透镜
industrialforegoing:laser_lens:2, 品红色§r 镭射聚焦透镜
industrialforegoing:laser_lens:3, 淡蓝色§r 镭射聚焦透镜
industrialforegoing:laser_lens:4, 黄色§r 镭射聚焦透镜
industrialforegoing:laser_lens:5, 黄绿色§r 镭射聚焦透镜
industrialforegoing:laser_lens:6, 粉红色§r 镭射聚焦透镜
industrialforegoing:laser_lens:7, 灰色§r 镭射聚焦透镜
industrialforegoing:laser_lens:8, 淡灰色§r 镭射聚焦透镜
industrialforegoing:laser_lens:9, 青色§r 镭射聚焦透镜
industrialforegoing:laser_lens:10, 紫色§r 镭射聚焦透镜
industrialforegoing:laser_lens:11, 蓝色§r 镭射聚焦透镜
industrialforegoing:laser_lens:12, 棕色§r 镭射聚焦透镜
industrialforegoing:laser_lens:13, 绿色§r 镭射聚焦透镜
industrialforegoing:laser_lens:14, 红色§r 镭射聚焦透镜
industrialforegoing:laser_lens:15, 黑色§r 镭射聚焦透镜
industrialforegoing:laser_lens_inverted:0, 白色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:1, 橙色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:2, 品红色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:3, 淡蓝色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:4, 黄色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:5, 黄绿色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:6, 粉红色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:7, 灰色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:8, 淡灰色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:9, 青色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:10, 紫色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:11, 蓝色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:12, 棕色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:13, 绿色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:14, 红色§r 镭射聚焦透镜（反向）
industrialforegoing:laser_lens_inverted:15, 黑色§r 镭射聚焦透镜（反向）
industrialforegoing:straw, 吸管
industrialforegoing:conveyor_upgrade:0, 传送带提取升级
industrialforegoing:conveyor_upgrade:1, 传送带输入升级
industrialforegoing:conveyor_upgrade:2, 传送带检测升级
industrialforegoing:conveyor_upgrade:3, 传送带弹射升级
industrialforegoing:conveyor_upgrade:4, 传送带投下升级
industrialforegoing:conveyor_upgrade:5, 传送带闪烁传送升级
industrialforegoing:conveyor_upgrade:6, 传送带叉分升级
industrialforegoing:pink_slime, 粉红史莱姆球
industrialforegoing:book_manual, Industrial Foregoing 手册
industrialforegoing:pink_slime_ingot, 粉色史莱姆锭
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:infinity_drill:0, 无限钻头
industrialforegoing:adult_filter, 成年生物过滤插件
industrialforegoing:range_addon:0, 范围升级插件
industrialforegoing:range_addon:1, 范围升级插件
industrialforegoing:range_addon:2, 范围升级插件
industrialforegoing:range_addon:3, 范围升级插件
industrialforegoing:range_addon:4, 范围升级插件
industrialforegoing:range_addon:5, 范围升级插件
industrialforegoing:range_addon:6, 范围升级插件
industrialforegoing:range_addon:7, 范围升级插件
industrialforegoing:range_addon:8, 范围升级插件
industrialforegoing:range_addon:9, 范围升级插件
industrialforegoing:range_addon:10, 范围升级插件
industrialforegoing:range_addon:11, 范围升级插件
industrialforegoing:energy_field_addon, 远程充能附加插件
industrialforegoing:leaf_shearing, 叶片剪切插件
industrialforegoing:itemstack_transfer_addon_pull:0, 物品传输插件 (吸入/下)
industrialforegoing:itemstack_transfer_addon_push:0, 物品传输插件 (输出/下)
industrialforegoing:fluid_transfer_addon_pull:0, 流体传输插件 (吸入/下)
industrialforegoing:fluid_transfer_addon_push:0, 流体传输插件 (输出/下)
industrialforegoing:fortune_addon, 时运插件
industrialforegoing:artificial_dye:0, 白色§r 人造染料
industrialforegoing:artificial_dye:1, 橙色§r 人造染料
industrialforegoing:artificial_dye:2, 品红色§r 人造染料
industrialforegoing:artificial_dye:3, 淡蓝色§r 人造染料
industrialforegoing:artificial_dye:4, 黄色§r 人造染料
industrialforegoing:artificial_dye:5, 黄绿色§r 人造染料
industrialforegoing:artificial_dye:6, 粉红色§r 人造染料
industrialforegoing:artificial_dye:7, 灰色§r 人造染料
industrialforegoing:artificial_dye:8, 淡灰色§r 人造染料
industrialforegoing:artificial_dye:9, 青色§r 人造染料
industrialforegoing:artificial_dye:10, 紫色§r 人造染料
industrialforegoing:artificial_dye:11, 蓝色§r 人造染料
industrialforegoing:artificial_dye:12, 棕色§r 人造染料
industrialforegoing:artificial_dye:13, 绿色§r 人造染料
industrialforegoing:artificial_dye:14, 红色§r 人造染料
industrialforegoing:artificial_dye:15, 黑色§r 人造染料
industrialforegoing:conveyor:0, 白色§r 传送带
industrialforegoing:conveyor:1, 橙色§r 传送带
industrialforegoing:conveyor:2, 品红色§r 传送带
industrialforegoing:conveyor:3, 淡蓝色§r 传送带
industrialforegoing:conveyor:4, 黄色§r 传送带
industrialforegoing:conveyor:5, 黄绿色§r 传送带
industrialforegoing:conveyor:6, 粉红色§r 传送带
industrialforegoing:conveyor:7, 灰色§r 传送带
industrialforegoing:conveyor:8, 淡灰色§r 传送带
industrialforegoing:conveyor:9, 青色§r 传送带
industrialforegoing:conveyor:10, 紫色§r 传送带
industrialforegoing:conveyor:11, 蓝色§r 传送带
industrialforegoing:conveyor:12, 棕色§r 传送带
industrialforegoing:conveyor:13, 绿色§r 传送带
industrialforegoing:conveyor:14, 红色§r 传送带
industrialforegoing:conveyor:15, 黑色§r 传送带
industrialforegoing:black_hole_label, 黑洞标签
rf-capability-adapter:aecapabilityadapter, ME 功能适配器
rf-capability-adapter:aecapabilityadapter_part, ME 功能适配器
mysticalworld:carapace, 甲壳
mysticalworld:pelt, 毛皮
mysticalworld:iron_dust, 铁粉
mysticalworld:iron_dust_tiny, 小堆铁粉
mysticalworld:gold_dust, 金粉
mysticalworld:gold_dust_tiny, 小堆金粉
mysticalworld:antlers, 鹿角
mysticalworld:venison, 鹿肉
mysticalworld:cooked_venison, 烤鹿肉
mysticalworld:ink_bottle, 墨水瓶
mysticalworld:amethyst_knife, 紫水晶匕首
mysticalworld:copper_knife, 铜匕首
mysticalworld:silver_knife, 银匕首
mysticalworld:aubergine, 茄子
mysticalworld:aubergine_seed, 茄子种子
mysticalworld:cooked_aubergine, 烤茄子
mysticalworld:stuffed_aubergine, 酿茄子
mysticalworld:amethyst_gem, 紫水晶
